code,iso,country,region,EPI.new,HLT.new,AIR.new,PMD.new,HAD.new,OZD.new,H2O.new,USD.new,UWD.new,HMT.new,PBD.new,WMG.new,MSW.new,ECO.new,BDH.new,TBN.new,TBG.new,MPA.new,PAR.new,SHI.new,SPI.new,BHV.new,ECS.new,TCL.new,GRL.new,WTL.new,FSH.new,FSS.new,RMS.new,FGT.new,CCH.new,CDA.new,CHA.new,FGA.new,NDA.new,BCA.new,LCB.new,GIB.new,GHP.new,APE.new,SDA.new,NXA.new,AGR.new,SNM.new,WRS.new,WWT.new,EPI.rgn.mean,EPI.rgn.rank,HLT.rgn.mean,HLT.rgn.rank,AIR.rgn.mean,AIR.rgn.rank,PMD.rgn.mean,PMD.rgn.rank,HAD.rgn.mean,HAD.rgn.rank,OZD.rgn.mean,OZD.rgn.rank,H2O.rgn.mean,H2O.rgn.rank,USD.rgn.mean,USD.rgn.rank,UWD.rgn.mean,UWD.rgn.rank,HMT.rgn.mean,HMT.rgn.rank,PBD.rgn.mean,PBD.rgn.rank,WMG.rgn.mean,WMG.rgn.rank,MSW.rgn.mean,MSW.rgn.rank,ECO.rgn.mean,ECO.rgn.rank,BDH.rgn.mean,BDH.rgn.rank,TBN.rgn.mean,TBN.rgn.rank,TBG.rgn.mean,TBG.rgn.rank,MPA.rgn.mean,MPA.rgn.rank,PAR.rgn.mean,PAR.rgn.rank,SHI.rgn.mean,SHI.rgn.rank,SPI.rgn.mean,SPI.rgn.rank,BHV.rgn.mean,BHV.rgn.rank,ECS.rgn.mean,ECS.rgn.rank,TCL.rgn.mean,TCL.rgn.rank,GRL.rgn.mean,GRL.rgn.rank,WTL.rgn.mean,WTL.rgn.rank,FSH.rgn.mean,FSH.rgn.rank,FSS.rgn.mean,FSS.rgn.rank,RMS.rgn.mean,RMS.rgn.rank,FGT.rgn.mean,FGT.rgn.rank,CCH.rgn.mean,CCH.rgn.rank,CDA.rgn.mean,CDA.rgn.rank,CHA.rgn.mean,CHA.rgn.rank,FGA.rgn.mean,FGA.rgn.rank,NDA.rgn.mean,NDA.rgn.rank,BCA.rgn.mean,BCA.rgn.rank,LCB.rgn.mean,LCB.rgn.rank,GIB.rgn.mean,GIB.rgn.rank,GHP.rgn.mean,GHP.rgn.rank,APE.rgn.mean,APE.rgn.rank,SDA.rgn.mean,SDA.rgn.rank,NXA.rgn.mean,NXA.rgn.rank,AGR.rgn.mean,AGR.rgn.rank,SNM.rgn.mean,SNM.rgn.rank,WRS.rgn.mean,WRS.rgn.rank,WWT.rgn.mean,WWT.rgn.rank
466,MLI,Mali,Sub-Saharan Africa,29.4,19.5,29.2,45.6,6.8,28.7,8.2,8.3,8.2,32.5,32.5,0,0,36,59.6,39.9,68,NA,11.4,97,84.6,67.9,23.4,19.3,58.1,63.7,NA,NA,NA,NA,26.3,20.6,30.4,NA,25.6,44.2,25.1,36.8,73,49.9,52,47.7,43.4,43.4,0,0,33.20217391,33,22.73478261,32,28.01086957,16,35.92608696,11,16.07173913,40,36.43478261,35,15.92173913,34,16.70434783,34,15.41304348,34,41.35,39,41.35,39,5.652173913,21,5.652173913,21,40.18695652,30,58.58913043,26,68.97826087,35,71.34347826,28,14.53333333,38,30.38695652,39,84.34878049,3,75.70487805,18,55.5826087,8,40.82608696,34,36.69545455,35,55.23777778,16,63.00227273,16,12.29333333,38,13.74166667,37,13.25862069,37,5.89,29,37.82608696,38,24.81956522,29,54.52826087,37,89.78333333,33,53.02391304,40,42.35652174,22,37.33255814,32,54.18913043,34,75.61086957,30,46.05652174,18,50.15869565,22,41.95217391,16,32.8826087,5,32.8826087,5,1.519565217,22,1.519565217,22
470,MLT,Malta,Global West,70.7,86.1,77.6,66.6,97.1,42.5,99.8,99.5,100,50.6,50.6,96.7,96.7,60.5,75.1,100,100,78.1,14.1,NA,NA,30.4,100,100,100,NA,12.2,16.7,7.8,NA,62.6,52.8,100,85.8,65,20.7,53.4,68.1,35.6,80.8,100,61.6,28.3,28.3,0,0,75.58636364,20,90.97727273,18,88.24090909,21,84.63181818,22,97.51818182,18,53.80909091,18,95.23181818,7,95.64545455,13,94.95909091,1,85.42272727,22,85.42272727,22,89.76818182,10,89.76818182,10,65.32727273,16,77.60909091,14,86.37272727,1,86.87727273,1,76.88421053,13,44.06818182,22,84.485,22,94.855,22,53.78181818,22,36.87727273,1,31.0047619,1,68.93636364,1,52.625,22,12.00526316,8,8.294444444,2,25.48461538,13,6.844444444,21,72.70454545,20,66.88181818,20,92.11363636,1,92.68636364,21,70.34545455,18,89.05454545,22,59.10952381,15,56.75909091,6,21.56363636,5,93.91363636,21,94.71363636,1,93.10909091,22,50.45909091,20,50.45909091,20,77.92727273,22,77.92727273,22
104,MMR,Myanmar,Asia-Pacific,25.1,24.6,20.7,27,12.3,18.3,30.8,32.3,29.9,38.2,38.2,0,0,25.4,31,31.4,15.5,3.6,16.7,67.9,69.3,54.8,25.9,23.4,55.1,41.2,9.4,12.6,9.5,5.7,22.2,0,65,NA,28.4,62.1,12.2,73.2,70.6,50.7,51.8,49.6,53.7,53.7,0,0,40.768,25,42.42,23,39.04,24,42.032,23,33.148,18,53.212,25,46.22,18,51.132,19,42.944,18,55.392,17,55.392,17,32.656,18,32.656,18,39.676,25,44.852,16,58.272,17,56.856,19,12.48695652,11,15.652,12,62.58888889,11,62.54444444,10,58.192,15,33.82857143,13,32.58095238,14,51.21875,6,45.05,6,28.60434783,21,13.02380952,8,32.40526316,17,37.80909091,16,42.14,24,30.62,25,59.68,12,90.5,13,58.68,24,56.2,11,38.535,18,43.136,5,52.604,8,56.124,14,69.156,18,43.1,8,35.94,5,35.94,5,11.928,17,11.928,17
499,MNE,Montenegro,Eastern Europe,46.3,46.7,33.9,31.2,34.8,55.2,65.6,78.9,56.7,65.2,65.2,5.3,5.3,46.1,36.6,46.8,48.4,0.6,45.1,75.8,5.5,48.2,44.3,41.2,44.9,100,6.6,NA,9.1,3.7,65.6,54.5,90.7,89.8,83.6,100,43.7,37,34.2,85.2,88.1,82.4,19.2,19.2,8.4,8.4,59.91052632,17,58.42631579,16,49.76315789,15,45.43684211,15,55.73684211,16,49.72105263,6,67.51052632,9,74.27894737,9,62.97368421,16,65.34210526,12,65.34210526,12,65.58947368,18,65.58947368,18,60.9,18,70.31578947,17,81.75789474,17,83.18947368,17,57.25,10,36.56315789,5,84.81111111,18,84.26666667,17,46.41578947,8,36.35789474,3,33.95263158,5,60.51578947,18,55.74210526,1,15.63333333,12,11.62857143,12,23.83333333,10,5.745454545,6,67.31052632,13,60.66315789,15,85.72631579,9,89.01052632,9,70.40526316,8,79.11578947,1,58.13157895,17,49.22631579,15,31.62631579,8,92.73684211,16,94.28421053,15,91.22105263,15,53.09473684,19,53.09473684,19,41.73157895,15,41.73157895,15
496,MNG,Mongolia,Asia-Pacific,32.2,27.6,17.4,11.2,22.8,42.1,43.1,42.3,43.7,33.2,33.2,0,0,35.3,73.1,77.1,73.9,NA,23.5,93.9,97.9,67.2,41.7,38.6,71.4,68,NA,NA,NA,NA,16.6,7.7,0,69.4,14,12,100,33.3,1.1,34.9,25.5,44.4,15.4,15.4,3.3,3.3,40.768,21,42.42,20,39.04,25,42.032,25,33.148,12,53.212,14,46.22,12,51.132,13,42.944,9,55.392,24,55.392,24,32.656,18,32.656,18,39.676,15,44.852,3,58.272,11,56.856,12,12.48695652,25,15.652,6,62.58888889,4,62.54444444,1,58.192,5,33.82857143,5,32.58095238,6,51.21875,4,45.05,2,28.60434783,25,13.02380952,23,32.40526316,23,37.80909091,24,42.14,25,30.62,24,59.68,25,90.5,12,58.68,25,56.2,24,38.535,1,43.136,17,52.604,24,56.124,23,69.156,23,43.1,10,35.94,21,35.94,21,11.928,9,11.928,9
508,MOZ,Mozambique,Sub-Saharan Africa,33.9,28.1,40.7,64.5,7,47.1,16.4,16.3,16.4,23.7,23.7,0.7,0.7,37.8,67.4,97.4,98.6,2.2,49,91,80.2,56.9,24.5,22.5,45.2,39.3,16.3,12.5,20.2,NA,31.1,0,61.6,88,88.6,46.1,43.8,62.1,86.6,54.1,74.9,33.3,34.4,34.4,0.2,0.2,33.20217391,18,22.73478261,6,28.01086957,3,35.92608696,1,16.07173913,38,36.43478261,8,15.92173913,18,16.70434783,18,15.41304348,17,41.35,46,41.35,46,5.652173913,18,5.652173913,18,40.18695652,27,58.58913043,19,68.97826087,16,71.34347826,14,14.53333333,12,30.38695652,6,84.34878049,18,75.70487805,24,55.5826087,20,40.82608696,30,36.69545455,28,55.23777778,33,63.00227273,36,12.29333333,7,13.74166667,14,13.25862069,8,5.89,31,37.82608696,31,24.81956522,46,54.52826087,18,89.78333333,17,53.02391304,6,42.35652174,19,37.33255814,15,54.18913043,15,75.61086957,16,46.05652174,13,50.15869565,5,41.95217391,34,32.8826087,26,32.8826087,26,1.519565217,18,1.519565217,18
478,MRT,Mauritania,Sub-Saharan Africa,27.7,20,22.4,22,19.8,47.7,13.6,13.7,13.4,55.8,55.8,12.5,12.5,32.8,19.2,3.6,3,0.1,4.6,94.5,1.4,78,97.2,100,53.6,90.9,7.8,14.7,4.2,3.9,32.6,21.5,32.6,88.7,35.7,41.5,0,33.7,58.6,49.2,55.1,43.4,39.7,39.7,0,0,33.20217391,38,22.73478261,30,28.01086957,34,35.92608696,36,16.07173913,10,36.43478261,7,15.92173913,21,16.70434783,24,15.41304348,23,41.35,5,41.35,5,5.652173913,3,5.652173913,3,40.18695652,38,58.58913043,45,68.97826087,45,71.34347826,45,14.53333333,19,30.38695652,45,84.34878049,9,75.70487805,41,55.5826087,1,40.82608696,3,36.69545455,1,55.23777778,19,63.00227273,12,12.29333333,26,13.74166667,11,13.25862069,28,5.89,7,37.82608696,29,24.81956522,27,54.52826087,33,89.78333333,15,53.02391304,36,42.35652174,28,37.33255814,38,54.18913043,37,75.61086957,37,46.05652174,21,50.15869565,19,41.95217391,24,32.8826087,12,32.8826087,12,1.519565217,22,1.519565217,22
480,MUS,Mauritius,Sub-Saharan Africa,45.1,60,51.1,37.8,63.3,100,65.5,68.5,63.4,66.8,66.8,98,98,35.3,19.3,27.8,27.8,0,10.9,NA,NA,32.7,49.5,43.9,100,100,15,4.6,25.4,NA,51,43.2,47.4,88.6,39.9,97.3,34.1,43.5,52.4,49.2,50.9,47.5,20,20,2.5,2.5,33.20217391,3,22.73478261,1,28.01086957,2,35.92608696,19,16.07173913,2,36.43478261,1,15.92173913,1,16.70434783,1,15.41304348,1,41.35,2,41.35,2,5.652173913,1,5.652173913,1,40.18695652,32,58.58913043,44,68.97826087,39,71.34347826,41,14.53333333,20,30.38695652,40,84.34878049,44,75.70487805,44,55.5826087,45,40.82608696,12,36.69545455,12,55.23777778,1,63.00227273,1,12.29333333,8,13.74166667,23,13.25862069,3,5.89,30,37.82608696,8,24.81956522,5,54.52826087,26,89.78333333,16,53.02391304,30,42.35652174,1,37.33255814,23,54.18913043,30,75.61086957,38,46.05652174,21,50.15869565,23,41.95217391,17,32.8826087,40,32.8826087,40,1.519565217,6,1.519565217,6
454,MWI,Malawi,Sub-Saharan Africa,38.3,26.5,39.6,61.2,9.3,43.5,12,12,12,37.4,37.4,0,0,46.2,84.2,100,100,NA,41.1,92.8,89.2,50.7,22.8,20.2,37.9,54.5,NA,NA,NA,NA,34.2,37.3,14.8,NA,13.1,46.5,37.5,33.4,100,53.1,60.4,45.8,39,39,0,0,33.20217391,7,22.73478261,11,28.01086957,4,35.92608696,2,16.07173913,34,36.43478261,10,15.92173913,29,16.70434783,29,15.41304348,28,41.35,26,41.35,26,5.652173913,21,5.652173913,21,40.18695652,10,58.58913043,6,68.97826087,1,71.34347826,1,14.53333333,37,30.38695652,9,84.34878049,13,75.70487805,11,55.5826087,28,40.82608696,37,36.69545455,33,55.23777778,39,63.00227273,28,12.29333333,37,13.74166667,36,13.25862069,36,5.89,28,37.82608696,27,24.81956522,10,54.52826087,44,89.78333333,32,53.02391304,45,42.35652174,18,37.33255814,22,54.18913043,38,75.61086957,1,46.05652174,15,50.15869565,12,41.95217391,20,32.8826087,15,32.8826087,15,1.519565217,22,1.519565217,22
458,MYS,Malaysia,Asia-Pacific,47.9,55.4,50.3,36.5,70.7,40.1,57.6,71.8,48.1,62.1,62.1,81.4,81.4,42.9,55.1,100,100,8.6,14.6,0,61.7,57.1,12.8,12.7,14.8,NA,8.6,11.1,NA,5.7,52.8,40.1,63.7,89.3,100,52.7,49,55.8,23.7,41.2,43.3,39,63.4,63.4,12.4,12.4,40.768,6,42.42,6,39.04,6,42.032,18,33.148,5,53.212,17,46.22,7,51.132,7,42.944,8,55.392,10,55.392,10,32.656,4,32.656,4,39.676,8,44.852,12,58.272,1,56.856,1,12.48695652,8,15.652,14,62.58888889,18,62.54444444,13,58.192,12,33.82857143,21,32.58095238,21,51.21875,15,45.05,14,28.60434783,23,13.02380952,10,32.40526316,22,37.80909091,16,42.14,6,30.62,8,59.68,13,90.5,9,58.68,1,56.2,15,38.535,7,43.136,8,52.604,19,56.124,21,69.156,20,43.1,15,35.94,2,35.94,2,11.928,4,11.928,4
516,NAM,Namibia,Sub-Saharan Africa,40.2,22.5,24.4,27.2,20.4,26.4,19.6,20.8,18.8,44.5,44.5,4.2,4.2,52,76.6,100,100,16.8,78.9,86.4,94.4,72.7,55.1,52.1,65.3,98.1,8.6,16.7,7.8,0,55.4,38.8,100,NA,100,15.4,94.3,87,42.5,68.2,57.1,79.4,11.5,11.5,6.2,6.2,33.20217391,6,22.73478261,16,28.01086957,31,35.92608696,32,16.07173913,9,36.43478261,40,15.92173913,10,16.70434783,10,15.41304348,11,41.35,17,41.35,17,5.652173913,11,5.652173913,11,40.18695652,5,58.58913043,11,68.97826087,1,71.34347826,1,14.53333333,6,30.38695652,1,84.34878049,25,75.70487805,5,55.5826087,5,40.82608696,10,36.69545455,8,55.23777778,11,63.00227273,11,12.29333333,24,13.74166667,7,13.25862069,22,5.89,10,37.82608696,6,24.81956522,8,54.52826087,1,89.78333333,34,53.02391304,1,42.35652174,39,37.33255814,1,54.18913043,8,75.61086957,43,46.05652174,6,50.15869565,15,41.95217391,2,32.8826087,44,32.8826087,44,1.519565217,3,1.519565217,3
562,NER,Niger,Sub-Saharan Africa,30.8,17.1,30.3,48.6,5.4,28.5,1.4,1.3,1.6,27.3,27.3,1,1,39.9,77.6,85.5,83.9,NA,25.6,89.8,92.6,73.8,97.7,100,53.1,100,NA,NA,NA,NA,12.5,2,23.3,NA,19.2,23.5,0,49.4,81.9,0.9,0,1.9,33.6,33.6,0,0,33.20217391,26,22.73478261,38,28.01086957,14,35.92608696,9,16.07173913,44,36.43478261,36,15.92173913,44,16.70434783,44,15.41304348,44,41.35,43,41.35,43,5.652173913,15,5.652173913,15,40.18695652,22,58.58913043,10,68.97826087,22,71.34347826,24,14.53333333,39,30.38695652,30,84.34878049,22,75.70487805,7,55.5826087,3,40.82608696,2,36.69545455,1,55.23777778,21,63.00227273,1,12.29333333,39,13.74166667,38,13.25862069,38,5.89,32,37.82608696,46,24.81956522,43,54.52826087,42,89.78333333,35,53.02391304,41,42.35652174,38,37.33255814,38,54.18913043,26,75.61086957,22,46.05652174,45,50.15869565,44,41.95217391,44,32.8826087,28,32.8826087,28,1.519565217,22,1.519565217,22
566,NGA,Nigeria,Sub-Saharan Africa,31,13.9,18,21.4,11.7,30.9,4.9,6,4.2,51.5,51.5,7.7,7.7,42.4,53.6,78.3,62.1,0,32.3,83.9,89,50.4,23.4,20.6,38,59.4,10.9,15.5,6.3,NA,50.8,36.1,84.4,89.8,33.5,37.1,28,61.5,80.9,66.3,73.6,59,39,39,0.2,0.2,33.20217391,25,22.73478261,43,28.01086957,43,35.92608696,37,16.07173913,21,36.43478261,28,15.92173913,43,16.70434783,40,15.41304348,43,41.35,8,41.35,8,5.652173913,7,5.652173913,7,40.18695652,16,58.58913043,30,68.97826087,26,71.34347826,31,14.53333333,20,30.38695652,18,84.34878049,31,75.70487805,12,55.5826087,30,40.82608696,34,36.69545455,31,55.23777778,38,63.00227273,20,12.29333333,18,13.74166667,10,13.25862069,26,5.89,33,37.82608696,9,24.81956522,11,54.52826087,11,89.78333333,3,53.02391304,39,42.35652174,32,37.33255814,27,54.18913043,17,75.61086957,24,46.05652174,7,50.15869565,6,41.95217391,7,32.8826087,15,32.8826087,15,1.519565217,18,1.519565217,18
558,NIC,Nicaragua,Latin America & Caribbean,39.2,40.2,41.7,53.5,24.1,51.4,42.8,43.9,42,34.5,34.5,11.4,11.4,38.6,59.6,93.1,93.9,7.5,68.4,0,89.5,48.9,20.1,15.7,54.9,64.1,12.3,11.7,12.9,NA,38,37.6,29.8,NA,22.2,52.1,60.5,43.8,65.2,80.2,96.5,64,24.1,24.1,0,0,45.56875,28,46.84375,25,46.85,23,44.2875,7,48,29,65.684375,22,46.953125,23,52.01875,25,43.56875,21,50.76875,27,50.76875,27,42.1625,26,42.1625,26,44.71875,26,58.365625,17,73.253125,7,71.446875,9,31.74333333,15,52.36875,8,62.644,23,67.348,3,52.559375,19,32.60625,30,30.265625,31,59.44193548,18,49.59354839,7,13.41666667,17,9.228,7,15.53448276,18,15.11428571,23,51.653125,28,44.840625,25,65.15625,29,90.15,28,58.128125,30,45.5,13,61.29375,16,39.10625,17,50.79375,6,50.521875,3,55.71875,4,45.303125,8,32.653125,19,32.653125,19,9.68125,28,9.68125,28
528,NLD,Netherlands,Global West,75.3,91,82.4,72.8,100,47.5,100,100,100,95.1,95.1,100,100,64.8,83.7,99.8,93.5,100,39,78,94.1,39.3,42.8,40.6,82.7,41.5,13.1,8.3,28.6,0.7,65.8,57.8,100,100,14,85.1,64.1,40.9,17,100,100,100,40,40,100,100,75.58636364,11,90.97727273,13,88.24090909,16,84.63181818,18,97.51818182,1,53.80909091,13,95.23181818,1,95.64545455,1,94.95909091,1,85.42272727,7,85.42272727,7,89.76818182,1,89.76818182,1,65.32727273,11,77.60909091,9,86.37272727,10,86.87727273,11,76.88421053,1,44.06818182,16,84.485,16,94.855,13,53.78181818,20,36.87727273,4,31.0047619,3,68.93636364,4,52.625,14,12.00526316,6,8.294444444,8,25.48461538,6,6.844444444,17,72.70454545,17,66.88181818,19,92.11363636,1,92.68636364,1,70.34545455,22,89.05454545,16,59.10952381,8,56.75909091,20,21.56363636,14,93.91363636,1,94.71363636,1,93.10909091,1,50.45909091,17,50.45909091,17,77.92727273,1,77.92727273,1
578,NOR,Norway,Global West,77.7,98.5,97.9,100,100,58.7,100,100,100,94,94,97.6,97.6,63.8,71.5,81.6,83,43.8,47.7,92.7,86.7,71.3,32.1,30.5,56,38,9.8,11.9,NA,7.3,78.9,72.5,100,100,79,100,54.7,67.9,13.3,99.2,100,98.4,39.3,39.3,64.3,64.3,75.58636364,9,90.97727273,2,88.24090909,5,84.63181818,1,97.51818182,1,53.80909091,8,95.23181818,1,95.64545455,1,94.95909091,1,85.42272727,10,85.42272727,10,89.76818182,7,89.76818182,7,65.32727273,13,77.60909091,17,86.37272727,16,86.87727273,14,76.88421053,15,44.06818182,10,84.485,4,94.855,17,53.78181818,6,36.87727273,11,31.0047619,9,68.93636364,19,52.625,17,12.00526316,13,8.294444444,5,25.48461538,19,6.844444444,4,72.70454545,5,66.88181818,7,92.11363636,1,92.68636364,1,70.34545455,5,89.05454545,1,59.10952381,14,56.75909091,7,21.56363636,15,93.91363636,14,94.71363636,1,93.10909091,15,50.45909091,18,50.45909091,18,77.92727273,17,77.92727273,17
524,NPL,Nepal,Southern Asia,32.7,21,14.6,16.3,14.1,0,27,29,25.7,27.2,27.2,30.5,30.5,40.5,62.6,76.3,45.7,NA,27.5,97.5,84.2,47.6,67.8,65.8,73.4,100,NA,NA,NA,NA,23.7,0,66.5,NA,32.9,65.8,81.1,45,85.5,44.4,39.2,49.5,45.8,45.8,0,0,32.725,5,26.775,5,23.65,6,27.75,6,19.425,6,12.2375,7,30.8125,6,32.875,4,29.4375,6,33.1875,4,33.1875,4,19.55,3,19.55,3,36.7125,3,45.7375,2,47.3,3,53.575,5,7.84,7,19.75,3,88.82857143,1,64.08571429,2,47.7875,4,59.3875,4,58.0125,4,64.3,3,79.12857143,1,20.4,7,15.66,7,18.98,7,32.6,6,32.5625,7,14.4375,6,67.75,4,93.45,7,49.8375,7,40.175,1,56.85714286,3,45.9125,5,77.7,3,31.7,3,36.65,5,26.7375,2,39.25,4,39.25,4,0.825,4,0.825,4
554,NZL,New Zealand,Global West,71.3,88,97.4,100,97.6,67.4,80.4,89.4,74.4,75.5,75.5,68,68,60.2,84,91,90.9,100,56.5,81.2,81.1,57.2,28.2,24.9,60,56.6,5.4,7.3,NA,3,61.5,51.4,85.7,89.5,65.4,78.1,61.5,51.5,5.5,87.4,100,74.7,57.5,57.5,79.9,79.9,75.58636364,17,90.97727273,15,88.24090909,6,84.63181818,1,97.51818182,17,53.80909091,4,95.23181818,22,95.64545455,18,94.95909091,22,85.42272727,18,85.42272727,18,89.76818182,21,89.76818182,21,65.32727273,18,77.60909091,8,86.37272727,12,86.87727273,12,76.88421053,1,44.06818182,4,84.485,14,94.855,20,53.78181818,8,36.87727273,15,31.0047619,13,68.93636364,16,52.625,9,12.00526316,18,8.294444444,9,25.48461538,18,6.844444444,11,72.70454545,21,66.88181818,21,92.11363636,18,92.68636364,19,70.34545455,17,89.05454545,19,59.10952381,11,56.75909091,16,21.56363636,19,93.91363636,19,94.71363636,1,93.10909091,21,50.45909091,8,50.45909091,8,77.92727273,14,77.92727273,14
512,OMN,Oman,Greater Middle East,38.5,43.4,36.4,11.7,70.8,32.7,58.3,76.2,46.3,37,37,0,0,35.2,28.2,15.1,14,0.4,3.5,99.4,42.6,77.2,67,NA,100,34.1,24.5,25.7,23.2,NA,32,26.2,46.4,89.6,6.1,0,0,27,2.7,60,100,19.9,50.6,50.6,13.4,13.4,46.4875,14,48.7375,12,44.30625,12,19.79375,13,79.45,14,32.5625,8,56.19375,8,65.94375,6,49.6875,12,41.60625,9,41.60625,9,40.3375,14,40.3375,14,44.98125,15,43.45625,14,45.44375,11,44.3,14,18.24285714,11,9.825,13,89.20666667,1,55.53333333,11,66.175,1,59.91875,7,57.38181818,14,67.50769231,1,71.51333333,14,15.47142857,2,14.12222222,1,17.20714286,3,5.75,10,47.825,14,42.99375,14,50.29375,10,93.15454545,10,43.43125,15,46.84375,15,34.03076923,11,51.40625,15,32.775,11,68.35,13,76.425,1,60.26875,16,36.5125,3,36.5125,3,36.7,12,36.7,12
586,PAK,Pakistan,Southern Asia,33.1,14.6,9.9,8.5,12.9,1.3,17.4,20.9,15.1,23,23,31.1,31.1,45.3,46.1,62,55.1,6.9,9.4,85.6,62,56.2,80.9,83.7,56.2,54.4,7.6,6.2,9.1,NA,50.6,42.7,40.3,95.9,45.1,57.4,92.2,45.1,73.9,58.8,60.9,56.7,35.1,35.1,0.1,0.1,32.725,4,26.775,8,23.65,8,27.75,8,19.425,7,12.2375,6,30.8125,8,32.875,8,29.4375,8,33.1875,6,33.1875,6,19.55,2,19.55,2,36.7125,2,45.7375,5,47.3,4,53.575,4,7.84,2,19.75,5,88.82857143,6,64.08571429,5,47.7875,2,59.3875,2,58.0125,2,64.3,5,79.12857143,6,20.4,5,15.66,5,18.98,5,32.6,7,32.5625,1,14.4375,1,67.75,8,93.45,1,49.8375,5,40.175,3,56.85714286,2,45.9125,4,77.7,5,31.7,1,36.65,2,26.7375,1,39.25,5,39.25,5,0.825,3,0.825,3
591,PAN,Panama,Latin America & Caribbean,47.3,50.4,56,61.7,47.3,62.7,43.5,46.5,41.6,57.5,57.5,42,42,45.2,60.4,92.7,75.3,9.3,44.8,80.3,78.9,45.8,33.1,33,45.1,24.2,9.1,6.2,11.9,NA,50.3,36,88.7,NA,71.7,32.2,73.6,72.9,56.6,66.1,72.4,59.9,25.6,25.6,23.1,23.1,45.56875,15,46.84375,11,46.85,8,44.2875,2,48,15,65.684375,14,46.953125,20,52.01875,22,43.56875,22,50.76875,12,50.76875,12,42.1625,17,42.1625,17,44.71875,16,58.365625,15,73.253125,8,71.446875,20,31.74333333,14,52.36875,22,62.644,8,67.348,11,52.559375,22,32.60625,16,30.265625,15,59.44193548,24,49.59354839,29,13.41666667,23,9.228,17,15.53448276,20,15.11428571,24,51.653125,21,44.840625,27,65.15625,6,90.15,29,58.128125,8,45.5,21,61.29375,8,39.10625,1,50.79375,16,50.521875,10,55.71875,7,45.303125,9,32.653125,17,32.653125,17,9.68125,6,9.68125,6
604,PER,Peru,Latin America & Caribbean,44,45.1,46,47.6,40.4,72.9,43,43.7,42.6,68.2,68.2,30,30,43.2,59.5,85.6,81.7,1.6,56.7,74.7,67.9,58.1,37,35.6,55.5,43,18.7,25.1,8.1,23.6,41.3,27.9,58.1,89.7,60.3,16.6,36,41.4,59.4,41,69.1,12.9,37.1,37.1,46.4,46.4,45.56875,22,46.84375,21,46.85,17,44.2875,10,48,20,65.684375,10,46.953125,22,52.01875,26,43.56875,19,50.76875,5,50.76875,5,42.1625,22,42.1625,22,44.71875,19,58.365625,18,73.253125,13,71.446875,15,31.74333333,21,52.36875,11,62.644,10,67.348,14,52.559375,10,32.60625,10,30.265625,10,59.44193548,17,49.59354839,19,13.41666667,4,9.228,2,15.53448276,26,15.11428571,2,51.653125,24,44.840625,30,65.15625,21,90.15,10,58.128125,17,45.5,25,61.29375,29,39.10625,19,50.79375,12,50.521875,19,55.71875,10,45.303125,29,32.653125,10,32.653125,10,9.68125,3,9.68125,3
608,PHL,Philippines,Asia-Pacific,38.4,34.1,30.4,34.2,19.7,75.4,39,45.9,34.3,48,48,17.4,17.4,41.4,56.6,87.5,92.2,9.3,23,42.6,74.2,48.5,31.9,28.1,100,NA,12.3,8.5,10.2,19.1,42.8,21.5,65.9,95,54.7,66.4,42.9,52.1,74.1,68.4,84.8,51.9,44.1,44.1,0.7,0.7,40.768,9,42.42,13,39.04,14,42.032,19,33.148,14,53.212,5,46.22,13,51.132,12,42.944,13,55.392,12,55.392,12,32.656,17,32.656,17,39.676,10,44.852,10,58.272,10,56.856,9,12.48695652,7,15.652,7,62.58888889,14,62.54444444,8,58.192,22,33.82857143,12,32.58095238,12,51.21875,1,45.05,19,28.60434783,17,13.02380952,14,32.40526316,16,37.80909091,11,42.14,12,30.62,16,59.68,11,90.5,3,58.68,14,56.2,8,38.535,8,43.136,9,52.604,5,56.124,6,69.156,10,43.1,7,35.94,11,35.94,11,11.928,11,11.928,11
598,PNG,Papua New Guinea,Asia-Pacific,32.4,28.4,33.9,49.4,4.8,95.3,15.5,15.4,15.6,60.3,60.3,43.9,43.9,35.1,27.3,17.9,11.6,1.2,13.3,94.6,25.4,78.3,34.2,34,38.4,NA,13.1,3.1,5.8,33.3,47.6,27.6,74.2,90.1,68.7,49.8,37.4,68,79,58.2,75.2,41.1,31.3,31.3,0,0,40.768,20,42.42,19,39.04,9,42.032,6,33.148,24,53.212,4,46.22,24,51.132,24,42.944,23,55.392,11,55.392,11,32.656,8,32.656,8,39.676,16,44.852,19,58.272,20,56.856,20,12.48695652,14,15.652,15,62.58888889,3,62.54444444,14,58.192,1,33.82857143,10,32.58095238,9,51.21875,12,45.05,18,28.60434783,15,13.02380952,19,32.40526316,18,37.80909091,10,42.14,9,30.62,15,59.68,9,90.5,7,58.68,7,56.2,16,38.535,10,43.136,6,52.604,3,56.124,11,69.156,14,43.1,12,35.94,16,35.94,16,11.928,17,11.928,17
